ticket_id,created_at,user_id,channel,device_info,app_version,subject,body,ground_truth_category,ground_truth_subcategory,ground_truth_escalate,ground_truth_escalation_reason
TCK-1129,2026-07-14 00:12:53,USR-79352,Web Help Center,Samsung Galaxy S23 (Android 14),v3.10.4,Purchased annual VIP pass but still seeing ads and paywalls,"My VIP membership is active on iOS but when I log into iPad, it says I don't have VIP. Please sync my account privileges.",Content Access & Coins,VIP Membership Missing,False,
TCK-1024,2026-07-08 09:30:53,USR-82357,Web Help Center,Web Browser (Chrome 122),v3.11.8,Refund for unlistened audiobook season,My 6-year-old toddler tapped the screen and accidentally bought the 2000 coins pack for $29.99. None of the coins have been used yet. Can you please process a refund?,Billing & Refunds,Refund Request,False,
TCK-1137,2026-07-18 08:48:53,USR-11504,In-App Form,iPad Air (iOS 17.2),v3.12.0,Audio keeps pausing every 5 seconds,"Whenever I play any audio show, the track plays 5 seconds then buffers endlessly. My internet connection is fast (100 Mbps). Device: iPad Air (iOS 17.2).",Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1158,2026-07-08 10:42:53,USR-31417,Email Support,Xiaomi Redmi Note 12 (Android 13),v3.12.0,App crashes immediately on launch,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,False,
TCK-1078,2026-07-11 09:52:53,USR-19116,Web Help Center,Web Browser (Chrome 122),v3.12.1,Coins not added after successful payment,Payment was successful on Google Play but the app threw an error 'Transaction Pending' and my coins are missing. Please help credit them.,Content Access & Coins,Coins Not Credited,False,
TCK-1161,2026-07-14 13:07:53,USR-80010,Web Help Center,Samsung Galaxy S23 (Android 14),v3.12.0,PocketToons keeps stopping on Samsung Galaxy S23 (Android 14),"Ever since updating to v3.12.0, the PocketToons app crashes immediately to the home screen upon launch. I cleared cache and reinstalled but issue persists on Samsung Galaxy S23 (Android 14).",Technical & Playback Bugs,App Crash,False,
TCK-1033,2026-07-13 10:24:53,USR-80381,Web Help Center,iPhone 14 Pro (iOS 17.4),v3.12.0,Fraudulent charge from PocketToons,I am contacting my bank and attorney if this $50 unauthorized renewal is not refunded immediately. Order ID ORD-378361.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1071,2026-07-19 08:36:53,USR-79352,Web Help Center,Web Browser (Chrome 122),v3.12.1,Coins not added after successful payment,"I purchased the $14.99 coin pack 30 minutes ago via Apple Pay. Money was deducted from my account (Order #ORD-406327), but my in-app coin wallet still shows 0. Please credit my coins!",Content Access & Coins,Coins Not Credited,False,
TCK-1142,2026-07-12 21:10:53,USR-13905,In-App Form,Samsung Galaxy S23 (Android 14),v3.11.8,Crash when opening 'My Library' tab,The app freezes completely and screen turns black whenever I open my downloaded shows tab. Needs urgent bug fix.,Technical & Playback Bugs,App Crash,False,
TCK-1163,2026-07-14 20:50:53,USR-37460,Email Support,iPhone 14 Pro (iOS 17.4),v3.12.0,Buffering error on episode playback,Audio cuts out when my phone screen turns off. Background playback is broken on app version v3.12.0.,Technical & Playback Bugs,Audio Stutter / Buffering,False,
TCK-1051,2026-07-16 01:10:53,USR-65392,Web Help Center,Xiaomi Redmi Note 12 (Android 13),v3.12.0,Cannot cancel monthly subscription,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1065,2026-07-08 09:55:53,USR-42953,Web Help Center,Samsung Galaxy S23 (Android 14),v3.10.4,How to stop recurring billing?,"I tried cancelling my $9.99 monthly pass in settings last week, but I was still billed today. Please verify my cancellation and refund this month's charge.",Billing & Refunds,Subscription Cancellation Issue,False,
TCK-1021,2026-07-12 18:44:53,USR-24371,Mobile App,Samsung Galaxy S23 (Android 14),v3.11.8,Unauthorized auto-renewal after cancellation,My credit card was charged $19.99 for coins I never purchased. I haven't opened the app in weeks. Please investigate this fraudulent charge and issue a full refund.,Billing & Refunds,Unauthorized Charge,True,Threat of bank chargeback / legal action or unauthorized fraud report
TCK-1073,2026-07-19 02:29:53,USR-38657,Mobile App,iPad Air (iOS 17.2),v3.12.0,Purchased 1000 coins but balance is still 0,"I purchased the $14.99 coin pack 30 minutes ago via Apple Pay. Money was deducted from my account (Order #ORD-520172), but my in-app coin wallet still shows 0. Please credit my coins!",Content Access & Coins,Coins Not Credited,False,
TCK-1133,2026-07-19 10:43:53,USR-61856,Email Support,iPhone 14 Pro (iOS 17.4),v3.11.8,Error downloading episode for offline listening,"I downloaded 20 episodes for my flight, but when I turned on Airplane Mode, the app says 'No internet connection' and won't play offline files. What's the point of offline mode?",Technical & Playback Bugs,Offline Download Failed,False,
TCK-1089,2026-07-06 14:34:53,USR-28131,In-App Form,iPhone 14 Pro (iOS 17.4),v3.12.1,VIP membership inactive on my account,Paid $49.99 for yearly VIP membership. Order #ORD-227324. Still showing lock icons on exclusive episodes.,Content Access & Coins,VIP Membership Missing,False,
